Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q41969	Q9SN11	EIF2B	CYCD3-3	F22D1.90	F3A4.150	LOCUS:2147162	LOCUS:2083128	20706207:0004:HT|20706207:0676:HT
Q41969	Q9SUJ1	EIF2B	SYP43	F22D1.90	F18C1.2	LOCUS:2147162	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q41969	Q9SVC2	EIF2B	SYP122	F22D1.90	F22O6_220	LOCUS:2147162	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q41969	Q9SZA4	EIF2B	CDC20-1	F22D1.90	F17M5.30	LOCUS:2147162	LOCUS:2119151	20706207:0004:HT|20706207:0676:HT
Q41969	Q9ZQZ8	EIF2B	SYP123	F22D1.90	F4C21.26	LOCUS:2147162	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q41969	Q9ZSD4	EIF2B	SYP121	F22D1.90	F26K24.11	LOCUS:2147162	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q42340	Q8VZU2	RPS16C	SYP132	F20L16.100	T22D6.20	LOCUS:2146273		24556609:0004:HT|24556609:0007:HT
Q42340	Q9FFK1	RPS16C	SYP31	F20L16.100	MJJ3.17	LOCUS:2146273	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
Q42374	Q8L7W0	KN	SH3P3	F22O13.4	F15J5.30	LOCUS:2025620	LOCUS:2117666	24556609:0004:HT|24556609:0007:HT
Q42374	Q8L860	KN	TOL9	F22O13.4	F4D11.40|F4D11_40	LOCUS:2025620		24556609:0004:HT|24556609:0007:HT
Q42374	Q93VH9	KN	RPS4A	F22O13.4	F5J6.12	LOCUS:2025620	LOCUS:2827612	24556609:0004:HT|24556609:0007:HT
Q42374	Q93VI3	KN	RPL17A	F22O13.4	F17L21.19	LOCUS:2025620	LOCUS:2015929	24556609:0004:HT|24556609:0007:HT
Q42374	Q93VT9	KN	RPL10A	F22O13.4	F14L17.9	LOCUS:2025620	LOCUS:2012612	24556609:0004:HT|24556609:0007:HT
Q42374	Q9LTT8	KN	VCS	F22O13.4	MDC11.13	LOCUS:2025620	LOCUS:2088165	24556609:0004:HT|24556609:0007:HT
Q42374	Q9LXG1	KN	RPS9B	F22O13.4	F8M21_90	LOCUS:2025620	LOCUS:2150976	24556609:0004:HT|24556609:0007:HT
Q42374	Q9SGA6	KN	RPS19A	F22O13.4	F1C9.13	LOCUS:2025620	LOCUS:2078633	24556609:0004:HT|24556609:0007:HT
Q42374	Q9SS17	KN	RPS24A	F22O13.4	T9J14.13	LOCUS:2025620	LOCUS:2114830	24556609:0004:HT|24556609:0007:HT
Q42374	Q9STR1	KN	RPL31B	F22O13.4	T25K17.40	LOCUS:2025620	LOCUS:2136809	24556609:0004:HT|24556609:0007:HT
Q42374	Q9STX5	KN	HSP90-7	F22O13.4	T19F6.1|T22A6.20	LOCUS:2025620	LOCUS:2135887	24556609:0007:HT
Q42384	Q9SJR5	PRL1	GRF3	DL3990W|FCAALL.40	F1O11.3	LOCUS:2005539	LOCUS:2044873	21094157:0004:HT
Q42521	Q9FV70	GAD1	E2FC	MKP11.30|MKP11_18	T2E6.2	LOCUS:2167240	LOCUS:2202390	20706207:0004:HT
Q42522	Q9SJR5	GSA2	GRF3	T8P19.240	F1O11.3	LOCUS:2114520	LOCUS:2044873	21094157:0004:HT
Q42525	Q9SJR5	HXK1	GRF3	F19B15.160	F1O11.3	LOCUS:2119931	LOCUS:2044873	21094157:0004:HT
Q42525	Q9SU44	HXK1	GRF8	F19B15.160	T19F6.5	LOCUS:2119931	LOCUS:2134986	21094157:0004:HT
Q42545	Q9C613	FTSZ1	SAMBA	MCO15.23	F27G20.14	LOCUS:2161610	LOCUS:2028296	20706207:0004:HT|20706207:0676:HT
Q42545	Q9LTJ9	FTSZ1	Q9LTJ9	MCO15.23		LOCUS:2161610		20706207:0676:HT
Q42545	Q9SU44	FTSZ1	GRF8	MCO15.23	T19F6.5	LOCUS:2161610	LOCUS:2134986	21094157:0004:HT
Q42546	Q9SU44	SAL1	GRF8	MBM17.8	T19F6.5		LOCUS:2134986	21094157:0004:HT
Q42547	Q9SJR5	CAT3	GRF3	F2D10.40|F5M15.5	F1O11.3	LOCUS:2034357	LOCUS:2044873	21094157:0004:HT
Q42581	Q9C9M7	PRS1	CDKD-2	T32F12.23	F4N21.12	LOCUS:2062405	LOCUS:2033349	20706207:0004:HT|20706207:0676:HT
Q42583	Q9C9M7	PRS2	CDKD-2	F5D14.15	F4N21.12	LOCUS:2033792	LOCUS:2033349	20706207:0004:HT|20706207:0676:HT
Q43128	Q9SJR5	AHA10	GRF3	F20D23.4	F1O11.3	LOCUS:2020372	LOCUS:2044873	21094157:0004:HT
Q43316	Q9SJR5	HEMC	GRF3	F8L15_10	F1O11.3	LOCUS:2150758	LOCUS:2044873	21094157:0004:HT
Q43316	Q9SU44	HEMC	GRF8	F8L15_10	T19F6.5	LOCUS:2150758	LOCUS:2134986	21094157:0004:HT
Q501D5	Q6NLH0	ETG1	NRPB9A	T2P4.10	K14A17	LOCUS:2061833	LOCUS:2086042	20706207:0004:HT|20706207:0676:HT
Q501D5	Q8RW97	ETG1	SAC5	T2P4.10	F28G4.21	LOCUS:2061833	LOCUS:2029105	20706207:0004:HT|20706207:0676:HT
Q501D5	Q8VYI4	ETG1	Q8VYI4	T2P4.10	F10B6.22|F10B6_22	LOCUS:2061833	LOCUS:2006867	20706207:0004:HT|20706207:0676:HT
Q501D5	Q9C774	ETG1	RPN8B	T2P4.10	F11B9.19	LOCUS:2061833	LOCUS:2074653	20706207:0676:HT
Q501D5	Q9C9H5	ETG1	CEL3	T2P4.10	F26A9.24	LOCUS:2061833	LOCUS:2825314	20706207:0676:HT
Q501D5	Q9FL33	ETG1	MCM3	T2P4.10	MPL12.6	LOCUS:2061833	LOCUS:2170418	20706207:0004:HT
Q501D5	Q9LPD9	ETG1	MCM2	T2P4.10	T12C22.19	LOCUS:2061833	LOCUS:2028240	20706207:0004:HT|20706207:0676:HT
Q501D5	Q9SH13	ETG1	Q9SH13	T2P4.10	F28K19.9	LOCUS:2061833	LOCUS:2029481	20706207:0004:HT|20706207:0676:HT
Q56WD9	Q9SJR5	PED1	GRF3	F25I18.11	F1O11.3	LOCUS:2046565	LOCUS:2044873	21094157:0004:HT
Q56WD9	Q9SU44	PED1	GRF8	F25I18.11	T19F6.5	LOCUS:2046565	LOCUS:2134986	21094157:0004:HT
Q56WN1	Q9SJR5	GLN1-1	GRF3	K12B20.50	F1O11.3	LOCUS:2151739	LOCUS:2044873	21094157:0004:HT
Q56XE8	Q9C829	Q56XE8	NUP50A	MAL21.4	F19K6.4	LOCUS:2087590	LOCUS:2018204	21189294:0004:HT
Q56YP2	Q9SJR5	PIP5K1	GRF3	F2E2.1	F1O11.3	LOCUS:2201108	LOCUS:2044873	21094157:0004:HT
Q56YW9	Q8VZU2	TUBB2	SYP132	MRG21.11	T22D6.20			24556609:0007:HT
Q56ZN6	Q9SU44	AVPL1	GRF8	F9K20.2	T19F6.5	LOCUS:2037543	LOCUS:2134986	21094157:0004:HT
Q5EAH9	Q8W4P1	Q5EAH9	CDKC-2		MXK3.19	LOCUS:2079001	LOCUS:2177744	20706207:0676:HT
Q5EAH9	Q9LKZ3	Q5EAH9	RBR1		F28J15.11	LOCUS:2079001	LOCUS:2082194	20706207:0004:HT|20706207:0676:HT
Q5EAH9	Q9SCR2	Q5EAH9	KRP2		T3A5.10	LOCUS:2079001	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
Q5IBC5	Q9CAF4	ESP1	NUP1	F7H19.150	F13M14.6|F18K10.27	LOCUS:2127238	LOCUS:2075785	21189294:0004:HT
Q5MFV6	Q9SJR5	VGDH2	GRF3	T17J13.130	F1O11.3	LOCUS:2098013	LOCUS:2044873	21094157:0004:HT
Q5PNZ9	Q9LK09	PFL	SYP32		K7M2.13			24556609:0004:HT
Q5S1W2	Q9C6Y3	BON2	CYCA1-1	T2I1.10	T7O23.18	LOCUS:2183299	LOCUS:2205871	20706207:0004:HT|20706207:0676:HT
Q5S1W2	Q9LDM4	BON2	CYCB2-3	T2I1.10	F2D10.10|F5M15.6	LOCUS:2183299	LOCUS:2030482	20706207:0004:HT|20706207:0676:HT
Q5XEP9	Q9SJR5	KCS2	GRF3	F20D22.1	F1O11.3	LOCUS:2020215	LOCUS:2044873	21094157:0004:HT
Q5XEP9	Q9SU44	KCS2	GRF8	F20D22.1	T19F6.5	LOCUS:2020215	LOCUS:2134986	21094157:0004:HT
Q5XVC7	Q9CAF4	Q5XVC7	NUP1	T2P4.17	F13M14.6|F18K10.27	LOCUS:2061913	LOCUS:2075785	21189294:0004:HT
Q67Y93	Q9MA55	KRP1	ACBP4	F26B6.8	F22F7.13	LOCUS:2046778	LOCUS:2079777	20706207:0004:HT|20706207:0676:HT
Q680U9	Q8W4M7	TFB2	XPD	DL4540C	F15K9.20		LOCUS:2014525	20706207:0004:HT|20706207:0676:HT
Q680U9	Q9C9M7	TFB2	CDKD-2	DL4540C	F4N21.12		LOCUS:2033349	20706207:0004:HT|20706207:0676:HT
Q682S0	Q9SJR5	RPT2	GRF3	T6B20.13/T6B20.14	F1O11.3	LOCUS:2064357	LOCUS:2044873	21094157:0004:HT
Q682S0	Q9SU44	RPT2	GRF8	T6B20.13/T6B20.14	T19F6.5	LOCUS:2064357	LOCUS:2134986	21094157:0004:HT
Q6A333	Q8L3Z8	ALY2	FZR2	F22F7.18|T12H1.35	F7H19.90	LOCUS:2079747	LOCUS:2127263	20706207:0004:HT|20706207:0676:HT
Q6A333	Q8LPL5	ALY2	FZR3	F22F7.18|T12H1.35	MAC12.21	LOCUS:2079747	LOCUS:2159078	20706207:0004:HT|20706207:0676:HT
Q6A333	Q8VZS9	ALY2	FZR1	F22F7.18|T12H1.35	T26M18.130	LOCUS:2079747	LOCUS:2137030	20706207:0090:HT|20706207:0004:HT|20706207:0676:HT
Q6AWX6	Q9SJR5	SCAR1	GRF3	T14G11.27	F1O11.3	LOCUS:2055511	LOCUS:2044873	21094157:0004:HT
Q6EVK6	Q9LDM4	BRM	CYCB2-3	F4I18|T3F17.33	F2D10.10|F5M15.6	LOCUS:2062999	LOCUS:2030482	20706207:0004:HT|20706207:0676:HT
Q6EVK6	Q9LPP4	BRM	SMR1	F4I18|T3F17.33	F13M14.31|F18K10.10	LOCUS:2062999	LOCUS:505006334	20706207:0004:HT|20706207:0676:HT
Q6ID97	Q9LK09	ARFA1F	SYP32	F20B24.7|F20B24_7	K7M2.13	LOCUS:2019948		24556609:0004:HT|24556609:0007:HT
Q6IDB4	Q9LK09	Q6IDB4	SYP32	F6N23.13|F6N23_13	K7M2.13	LOCUS:2127058		24556609:0004:HT|24556609:0007:HT
Q6IDB4	Q9SUJ1	Q6IDB4	SYP43	F6N23.13|F6N23_13	F18C1.2	LOCUS:2127058	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q6IDB4	Q9ZSD4	Q6IDB4	SYP121	F6N23.13|F6N23_13	F26K24.11	LOCUS:2127058	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q6IDC0	Q9LM91	Q6IDC0	CYCB2-5		F2D10.8|F5M15.8	LOCUS:2077207	LOCUS:2030457	20706207:0004:HT
Q6IDC0	Q9SFW6	Q6IDC0	CYCB2-4		F15M4.19|T23E18.24	LOCUS:2077207	LOCUS:2014574	20706207:0676:HT
Q6NLH0	Q8W5S1	NRPB9A	CYCH1-1	K14A17	F15A18.80	LOCUS:2086042	LOCUS:2143671	20706207:0004:HT|20706207:0676:HT
Q6NLH0	Q9CAG1	NRPB9A	Q9CAG1	K14A17	F12B7.13|F12B7_13	LOCUS:2086042	LOCUS:2008595	20706207:0004:HT|20706207:0676:HT
Q6NLH0	Q9LTJ9	NRPB9A	Q9LTJ9	K14A17		LOCUS:2086042		20706207:0676:HT
Q6NLH0	Q9LU93	NRPB9A	MAD2	K14A17	MPE11.15	LOCUS:2086042	LOCUS:2092125	20706207:0004:HT|20706207:0676:HT
Q6NMJ2	Q9ZQ19	Q6NMJ2	RPA2A	F28J12.250	T28I24.22	LOCUS:505006496	LOCUS:2061072	20706207:0004:HT|20706207:0676:HT
Q6NNI8	Q9SU44	SAP1	GRF8	F5O11.17	T19F6.5	LOCUS:2034650	LOCUS:2134986	21094157:0004:HT
Q6NPS1	Q9CAF4	Q6NPS1	NUP1	T13M11.5|T13M11_5	F13M14.6|F18K10.27	LOCUS:2195753	LOCUS:2075785	21189294:0004:HT
Q6NQ72	Q9SCR2	ALY4	KRP2	K12B20.19	T3A5.10	LOCUS:2151779	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
Q6NQ80	Q8W5S1	Q6NQ80	CYCH1-1	T17H7.18	F15A18.80	LOCUS:2196954	LOCUS:2143671	20706207:0004:HT|20706207:0676:HT
Q6Q152	Q9CAF4	CYP57	NUP1	F4I10.3	F13M14.6|F18K10.27	LOCUS:2123822	LOCUS:2075785	21189294:0004:HT
Q6Q4D0	Q9SJR5	TSK	GRF3	MVE11.9	F1O11.3	LOCUS:2094019	LOCUS:2044873	21094157:0004:HT
Q6Q4D0	Q9SU44	TSK	GRF8	MVE11.9	T19F6.5	LOCUS:2094019	LOCUS:2134986	21094157:0004:HT
Q6RF45	Q9LK09	Q6RF45	SYP32	T16B23.2|T16B23_2	K7M2.13	LOCUS:2055998		24556609:0004:HT|24556609:0007:HT
Q710E8	Q9C5Z1	ORC1A	TIF3B1	DL3390W|FCAALL.93	F15A18_100	LOCUS:2130090		20706207:0004:HT|20706207:0676:HT
Q710E8	Q9SR12	ORC1A	DAN1	DL3390W|FCAALL.93	F7O18.10|F7O18_10	LOCUS:2130090	LOCUS:2084873	20706207:0676:HT
Q710E8	Q9ZRZ8	ORC1A	RH28	DL3390W|FCAALL.93	DL4340C|FCAALL.424	LOCUS:2130090	LOCUS:2130918	20706207:0004:HT|20706207:0676:HT
Q76E23	Q9SJR5	EIF4G	GRF3	F27H5_30	F1O11.3	LOCUS:2081927	LOCUS:2044873	21094157:0004:HT
Q7DMA9	Q9SU44	PAS1	GRF8	F5K20.310	T19F6.5	LOCUS:2084435	LOCUS:2134986	21094157:0004:HT
Q7PC83	Q9SU44	ABCG41	GRF8	FCAALL.459	T19F6.5		LOCUS:2134986	21094157:0004:HT
Q7PC84	Q9SU44	ABCG39	GRF8	F1O19.3|T4O24.9	T19F6.5	LOCUS:2019693	LOCUS:2134986	21094157:0004:HT
Q7XA87	Q9C829	FOLT1	NUP50A	K1F13.3	F19K6.4	LOCUS:2154910	LOCUS:2018204	21189294:0004:HT
Q84JU6	Q9FWS3	HOS1	CG1	T5I7.11	F1B16.12	LOCUS:2063917	LOCUS:2018452	21189294:0004:HT
Q84K00	Q9SJR5	NAC078	GRF3	T32M21.10	F1O11.3	LOCUS:2184342	LOCUS:2044873	21094157:0004:HT
Q84K16	Q9CAF4	GAMMA-ADR	NUP1	T23E23.7	F13M14.6|F18K10.27	LOCUS:2199897	LOCUS:2075785	21189294:0004:HT
Q84M90	Q9SIV2	Q84M90	RPN1A		F23N11.10		LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q84RQ7	Q9SJR5	NIFU3	GRF3	F20B18.20	F1O11.3	LOCUS:2120745	LOCUS:2044873	21094157:0004:HT
Q84TI6	Q8VYI4	CDKE-1	Q8VYI4	MBK5.8	F10B6.22|F10B6_22	LOCUS:2160609	LOCUS:2006867	20706207:0004:HT|20706207:0676:HT
Q84VW9	Q9SU44	PPC3	GRF8	K15M2.8	T19F6.5	LOCUS:2086315	LOCUS:2134986	21094157:0004:HT
Q84VX3	Q9SJR5	ALF4	GRF3	T5K6.20	F1O11.3		LOCUS:2044873	21094157:0004:HT
Q84VY3	Q9C613	S-ACP-DES6	SAMBA	F28H19.7	F27G20.14	LOCUS:2029142	LOCUS:2028296	20706207:0004:HT|20706207:0676:HT
Q84WV1	Q8L3Z8	CCT3	FZR2	F9D12.18	F7H19.90	LOCUS:2151084	LOCUS:2127263	20706207:0004:HT|20706207:0676:HT
Q84WV1	Q8LPL5	CCT3	FZR3	F9D12.18	MAC12.21	LOCUS:2151084	LOCUS:2159078	20706207:0004:HT|20706207:0676:HT
Q84WV1	Q8VZS9	CCT3	FZR1	F9D12.18	T26M18.130	LOCUS:2151084	LOCUS:2137030	20706207:0004:HT|20706207:0676:HT
Q84WV1	Q9LJN8	CCT3	BUB3.1	F9D12.18	MMB12.5	LOCUS:2151084	LOCUS:2091211	20706207:0004:HT|20706207:0676:HT
Q84WV1	Q9S7H3	CCT3	CDC20-3	F9D12.18	F15P11.5	LOCUS:2151084	LOCUS:2144372	20706207:0004:HT|20706207:0676:HT
Q84WV1	Q9SZA4	CCT3	CDC20-1	F9D12.18	F17M5.30	LOCUS:2151084	LOCUS:2119151	20706207:0004:HT|20706207:0676:HT
Q8GSA7	Q9SU44	CAMTA3	GRF8	T26C19.4	T19F6.5	LOCUS:2060405	LOCUS:2134986	21094157:0004:HT
Q8GUN1	Q9FFK1	Q8GUN1	SYP31	F8F16.160|F8F16_160	MJJ3.17	LOCUS:2128166	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
Q8GUN1	Q9SVC2	Q8GUN1	SYP122	F8F16.160|F8F16_160	F22O6_220	LOCUS:2128166	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q8GUN1	Q9ZQZ8	Q8GUN1	SYP123	F8F16.160|F8F16_160	F4C21.26	LOCUS:2128166	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q8GUN1	Q9ZSD4	Q8GUN1	SYP121	F8F16.160|F8F16_160	F26K24.11	LOCUS:2128166	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q8GW25	Q9LJN8	Q8GW25	BUB3.1	F28M11.30|F28M11_30	MMB12.5	LOCUS:2124670	LOCUS:2091211	20706207:0004:HT|20706207:0676:HT
Q8GW44	Q9SU44	KIN1	GRF8	MAA21_110	T19F6.5	LOCUS:2087378	LOCUS:2134986	21094157:0004:HT
Q8GW53	Q9LK09	Q8GW53	SYP32	T22A6.170|T22A6_170	K7M2.13	LOCUS:2136002		24556609:0004:HT|24556609:0007:HT
Q8GW61	Q9SJR5	STP14	GRF3	T14N5.7	F1O11.3	LOCUS:2195995	LOCUS:2044873	21094157:0004:HT
Q8GWE0	Q9SIV2	P67	RPN1A	DL4225W|FCAALL.354	F23N11.10	LOCUS:2130549	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q8GWR1	Q9FWS3	AAAS	CG1	T8M16.230	F1B16.12	LOCUS:2103620	LOCUS:2018452	21189294:0004:HT
Q8GXK3	Q9LU93	Q8GXK3	MAD2		MPE11.15		LOCUS:2092125	20706207:0676:HT
Q8GXS3	Q9CAG1	CFIS2	Q9CAG1	M7J2.80	F12B7.13|F12B7_13	LOCUS:2131839	LOCUS:2008595	20706207:0004:HT|20706207:0676:HT
Q8GXS3	Q9LM91	CFIS2	CYCB2-5	M7J2.80	F2D10.8|F5M15.8	LOCUS:2131839	LOCUS:2030457	20706207:0004:HT|20706207:0676:HT
Q8GXS3	Q9LZ78	CFIS2	SIM	M7J2.80	T32M21.70	LOCUS:2131839	LOCUS:2184422	20706207:0004:HT|20706207:0676:HT
Q8GXS3	Q9SCR2	CFIS2	KRP2	M7J2.80	T3A5.10	LOCUS:2131839	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
Q8GXS3	Q9ZPW2	CFIS2	APC10	M7J2.80	T30D6.20	LOCUS:2131839	LOCUS:2062106	20706207:0004:HT|20706207:0676:HT
Q8GXW1	Q9SJR5	RGL2	GRF3	T21P5.13	F1O11.3	LOCUS:2099624	LOCUS:2044873	21094157:0004:HT
Q8GY23	Q9FMH5	UPL1	CYCA3-1	F14J16.14|F14J16.37	MMG4.10	LOCUS:2012060	LOCUS:2167761	20706207:0004:HT|20706207:0676:HT
Q8GY23	Q9SCR2	UPL1	KRP2	F14J16.14|F14J16.37	T3A5.10	LOCUS:2012060	LOCUS:2101679	20706207:0090:HT|20706207:0004:HT|20706207:0676:HT
Q8GY31	Q8H136	CDC25	RH14	F12E4_220	F4P13.9	LOCUS:505006579	LOCUS:2084178	20706207:0004:HT|20706207:0676:HT
Q8GY31	Q9ASU6	CDC25	Q9ASU6	F12E4_220	F7F22.4|F7F22_4	LOCUS:505006579	LOCUS:2035893	20706207:0004:HT|20706207:0676:HT
Q8GY31	Q9FMT4	CDC25	Q9FMT4	F12E4_220	MUA22.17	LOCUS:505006579	LOCUS:2174638	20706207:0004:HT|20706207:0676:HT
Q8GYA6	Q8L3Z8	RPN9B	FZR2	F13C5.4	F7H19.90	LOCUS:504955552	LOCUS:2127263	20706207:0676:HT
Q8GYA6	Q9SIV2	RPN9B	RPN1A	F13C5.4	F23N11.10	LOCUS:504955552	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q8GYE4	Q9C829	Q8GYE4	NUP50A	F16M14.25	F19K6.4	LOCUS:2042927	LOCUS:2018204	21189294:0004:HT
Q8GYE4	Q9CAF4	Q8GYE4	NUP1	F16M14.25	F13M14.6|F18K10.27	LOCUS:2042927	LOCUS:2075785	21189294:0004:HT
Q8GYF5	Q9SJR5	WAKL21	GRF3	MUD21_3	F1O11.3	LOCUS:2174994	LOCUS:2044873	21094157:0004:HT
Q8GYF7	Q9FWS3	NUP54	CG1	F3I6.25	F1B16.12	LOCUS:2032417	LOCUS:2018452	21189294:0004:HT
Q8GYJ3	Q8VY07	KRP4	EPSIN1	F24L7.15	T22P22.100	LOCUS:2046427	LOCUS:2181920	20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9C554	KRP4	EXPA1	F24L7.15	F10D13_18	LOCUS:2046427		20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9C5Z2	KRP4	TIF3H1	F24L7.15	T16B5.2	LOCUS:2046427	LOCUS:2196469	20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9C629	KRP4	Q9C629	F24L7.15	F2G19.29	LOCUS:2046427	LOCUS:2825822	20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9C9H5	KRP4	CEL3	F24L7.15	F26A9.24	LOCUS:2046427	LOCUS:2825314	20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9FMF5	KRP4	RPT3	F24L7.15	MSJ1.17	LOCUS:2046427	LOCUS:2173418	20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9LY29	KRP4	ERF115	F24L7.15	T2I1.20	LOCUS:2046427	LOCUS:2183304	20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9M0I4	KRP4	Q9M0I4	F24L7.15	F26K10.110|F26K10_110	LOCUS:2046427	LOCUS:2123723	20706207:0004:HT|20706207:0676:HT
Q8GYJ3	Q9ZR04	KRP4	CYCD6-1	F24L7.15	F4C21.20	LOCUS:2046427	LOCUS:2125522	20706207:0004:HT|20706207:0676:HT
Q8GYU3	Q9LU93	IYO	MAD2	F20M13.10|F22I13.210	MPE11.15	LOCUS:2121758	LOCUS:2092125	20706207:0004:HT|20706207:0676:HT
Q8GZ52	Q9SJR5	ABCG30	GRF3	DL3660W/DL3655W|FCAALL.241	F1O11.3	LOCUS:2129830	LOCUS:2044873	21094157:0004:HT
Q8H0T4	Q9SJR5	UPL2	GRF3	F17O7.14/F17O7.15	F1O11.3	LOCUS:2016174	LOCUS:2044873	21094157:0004:HT
Q8H0T4	Q9SU44	UPL2	GRF8	F17O7.14/F17O7.15	T19F6.5	LOCUS:2016174	LOCUS:2134986	21094157:0004:HT
Q8H0U4	Q9S7H3	TRN1	CDC20-3	F12A24.13	F15P11.5	LOCUS:2039410	LOCUS:2144372	20706207:0004:HT|20706207:0676:HT
Q8H0U8	Q9SJR5	RH42	GRF3	F9H16.10	F1O11.3	LOCUS:2037416	LOCUS:2044873	21094157:0004:HT
Q8H0V1	Q9SJR5	Q8H0V1	GRF3	AP22.85|C7A10.970	F1O11.3	LOCUS:2115410	LOCUS:2044873	21094157:0004:HT
Q8H102	Q9SJJ5	BHLH128	CKS2	T20M3.7	T1E2.11	LOCUS:505006103	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q8H104	Q8W5S1	Q8H104	CYCH1-1	F10M23.210	F15A18.80	LOCUS:2116397	LOCUS:2143671	20706207:0004:HT|20706207:0676:HT
Q8H104	Q9C613	Q8H104	SAMBA	F10M23.210	F27G20.14	LOCUS:2116397	LOCUS:2028296	20706207:0004:HT|20706207:0676:HT
Q8H126	Q9C613	Q8H126	SAMBA	T19L5.1	F27G20.14	LOCUS:2182265	LOCUS:2028296	20706207:0004:HT
Q8H156	Q9SJR5	RAN3	GRF3	MCO15.14	F1O11.3	LOCUS:2161600	LOCUS:2044873	21094157:0004:HT
Q8H1F0	Q9C9M7	BZIP29	CDKD-2	F19H22.5	F4N21.12	LOCUS:2141826	LOCUS:2033349	20706207:0004:HT|20706207:0676:HT
Q8H1F0	Q9SCR2	BZIP29	KRP2	F19H22.5	T3A5.10	LOCUS:2141826	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q8H1U5	APC5	APC2	F12K11.7	F28I8.30	LOCUS:2009150	LOCUS:2049173	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q8L3Z8	APC5	FZR2	F12K11.7	F7H19.90	LOCUS:2009150	LOCUS:2127263	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q8LGU6	APC5	CDC27B	F12K11.7	T2G17.20	LOCUS:2009150	LOCUS:2061649	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q8LPL5	APC5	FZR3	F12K11.7	MAC12.21	LOCUS:2009150	LOCUS:2159078	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q8VY89	APC5	APC7	F12K11.7	T7F6.26	LOCUS:2009150	LOCUS:2065011	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q8VZS9	APC5	FZR1	F12K11.7	T26M18.130	LOCUS:2009150	LOCUS:2137030	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q9M2R1	APC5	GIG1	F12K11.7	T10K17.70	LOCUS:2009150	LOCUS:2095823	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q9STS3	APC5	APC8	F12K11.7	T24C20.30	LOCUS:2009150	LOCUS:2100439	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q9SZA4	APC5	CDC20-1	F12K11.7	F17M5.30	LOCUS:2009150	LOCUS:2119151	20706207:0004:HT|20706207:0676:HT
Q8H1U4	Q9ZPW2	APC5	APC10	F12K11.7	T30D6.20	LOCUS:2009150	LOCUS:2062106	20706207:0004:HT|20706207:0676:HT
Q8H1U5	Q8L3Z8	APC2	FZR2	F28I8.30	F7H19.90	LOCUS:2049173	LOCUS:2127263	20706207:0004:HT|20706207:0676:HT
Q8H1U5	Q8LGU6	APC2	CDC27B	F28I8.30	T2G17.20	LOCUS:2049173	LOCUS:2061649	20706207:0004:HT|20706207:0676:HT
Q8H1U5	Q8LPL5	APC2	FZR3	F28I8.30	MAC12.21	LOCUS:2049173	LOCUS:2159078	20706207:0004:HT|20706207:0676:HT
Q8H1U5	Q8VY89	APC2	APC7	F28I8.30	T7F6.26	LOCUS:2049173	LOCUS:2065011	20706207:0004:HT|20706207:0676:HT
Q8H1U5	Q8VZS9	APC2	FZR1	F28I8.30	T26M18.130	LOCUS:2049173	LOCUS:2137030	20706207:0004:HT|20706207:0676:HT
Q8H1U5	Q9C5U3	APC2	RPT6A	F28I8.30	F28I16.140	LOCUS:2049173	LOCUS:2147670	20706207:0004:HT|20706207:0676:HT
